name,platform,price,discount,normal,rating,total
"Rayon Riddles - Rise of the Goblin King",PS4,$2.99,75,$11.99,3.67,6
Rememoried,PS4,$4.49,70,$14.99,3.67,3
"Resonance of Fate",PS3,$9.99,50,$19.99,4.67,178
Reus,PS4,$2.99,80,$14.99,3.56,36
Reverie,PS4,$7.79,40,$12.99,4.35,17
RIDE,PS4,$14.99,75,$59.99,4.25,607
"River City Super Sports Challenge ~All Stars Special~",PS3,$3.74,85,$24.99,4.81,21
"Rocket League® - Aftershock",PS4,$0.99,50,$1.99,4.18,1095
"Rocket League® - Esper",PS4,$0.99,50,$1.99,4.17,654
"Rocket League® - Proteus",PS4,$0.99,50,$1.99,4.11,328
"Rogue Trooper Redux",PS4,$7.49,70,$24.99,4.44,25
"Romancing SaGa 2","PS Vita",$18.74,25,$24.99,5,3
"RTK13: Fame and Strategy Expansion Pack",PS4,$17.49,50,$34.99,5,5
Ruiner,PS4,$9.99,50,$19.99,4.64,410
"Scribblenauts Showdown",PS4,$19.99,50,$39.99,4.1,21
"Secret of Mana",PS4,$19.99,50,$39.99,4.57,843
"Secret of Mana","PS Vita",$14.99,50,$29.99,,
"SEUM: Speedrunners from Hell",PS4,$5.99,60,$14.99,2,5
Severed,"PS Vita",$7.49,50,$14.99,4.82,859
"Shantae and the Pirate's Curse",PS4,$12.99,35,$19.99,4.82,801
"Shantae: Costume Pack",PS4,$3.99,50,$7.99,5,8
"Shantae: Half-Genie Hero",PS4,$9.99,50,$19.99,4.8,774
"Shape of the World",PS4,$7.49,50,$14.99,3.67,12
"Shaq-Fu: A Legend Reborn",PS4,$9.99,50,$19.99,4.38,34
Sheltered,PS4,$3.74,75,$14.99,4.57,94
"Sherlock Holmes : The Devil's Daughter",PS4,$9.99,80,$49.99,4.18,197
"Shikhondo - Soul Eater ",PS4,$4.75,66,$13.99,4.89,18
"Shining Resonance Refrain",PS4,$24.99,50,$49.99,4.63,27
Shio,PS4,$5.19,60,$12.99,4.83,6
"Shovel Knight: Specter of Torment",PS4,$7.99,20,$9.99,3.8,30
"Shred It!",PS4,$2.49,75,$9.99,3.77,13
Silence,PS4,$10.19,66,$29.99,4.69,13
Siralim,"PS Vita",$1.49,85,$9.99,4.39,67
Siralim,PS4,$1.49,85,$9.99,4.24,235
"Siralim 2","PS Vita",$2.24,85,$14.99,5,3
"Skyrim Special Edition + Fallout 4 G.O.T.Y. Bundle",PS4,$51.99,35,$79.99,4.67,12
"Söldner-X 2: Final Prototype","PS Vita",$0.99,90,$9.99,4.78,134
"Söldner-X 2: Final Prototype Complete Bundle","PS Vita",$1.29,90,$12.99,3.8,10
"Slime-san: Superslime Edition",PS4,$7.49,50,$14.99,4,2
"Smashbox Arena",PS4,$2.49,75,$9.99,4.61,36
"Sneaking Suit (The Boss)",PS3,$0.49,50,$0.99,4.68,40
"Sniper Elite 3 Season Pass",PS4,$11.99,60,$29.99,4.28,294
Socketeer,PS4,$4.99,50,$9.99,4,3
"Soldner-X 2: Final Prototype",PS3,$0.99,90,$9.99,4.61,1415
"Songbringer Bundle",PS4,$5.99,70,$19.99,3.75,4
"South Park™: The Fractured but Whole™ Gold Edition",PS4,$26.99,70,$89.99,4.85,370
"Space Hulk®: Deathwing™ - Enhanced Edition",PS4,$19.99,50,$39.99,3.87,102
"SPACE RIFT - Episode 1",PS4,$5.99,70,$19.99,3.15,60
Spellspire,"PS Vita",$3.99,60,$9.99,2,1
"Sprint Vector",PS4,$11.99,60,$29.99,4.49,97
"Standard Supply Drop",PS4,$4.19,30,$5.99,,
"Stardust Galaxy Warriors: Stellar Climax",PS4,$3.49,65,$9.99,4.66,53
"STAR OCEAN : INTEGRITY AND FAITHLESSNESS",PS4,$14.99,50,$29.99,4.36,2003
"STAR WARS™  Battlefront™ Ultimate Edition",PS4,$5.99,70,$19.99,4.1,4883
"Strikers Edge",PS4,$7.49,50,$14.99,3.4,5
"SUPERBEAT: XONiC",PS4,$8.99,70,$29.99,4.64,22
"Super Cloudbuilt",PS4,$5.99,70,$19.99,4.08,24
"Superdimension Neptune VS Sega Hard Girls","PS Vita",$5.99,70,$19.99,4.71,73
"Surviving Mars - Digital Deluxe Edition",PS4,$23.99,40,$39.99,5,2
"Surviving Mars - First Colony Edition",PS4,$32.49,50,$64.99,4.17,6
SwapQuest,PS4,$0.99,90,$9.99,2.67,6
"Tales From Space: Mutant Blobs Attack",PS3,$1.59,80,$7.99,4.72,61
"Tales from Space: Mutant Blobs Attack - Delicious Bundle",PS3,$2.29,80,$11.49,4.78,9
"Talisman: Digital Edition","PS Vita",$7.49,75,$29.99,5,2
"Tanaka Biker Uniform Bundle",PS4,$2.99,40,$4.99,4.47,98
"Team17 Variety Pack",PS4,$2.49,90,$24.99,,
"Tears to Tiara II™: Heir of the Overlord",PS3,$9.99,50,$19.99,4.63,113
"Tennis World Tour - Legends Bonus Pack",PS4,$9.99,50,$19.99,3.33,3
"Tennis World Tour - Legends Edition",PS4,$37.49,50,$74.99,2.76,21
"Tesla vs Lovecraft",PS4,$5.99,60,$14.99,4.59,32
"The Bridge",PS3,$1.89,81,$9.99,4.27,105
"the Castle Game",PS4,$3.74,75,$14.99,4.14,284
"The Coma: Recut - Deluxe Edition",PS4,$3.59,85,$23.99,5,10
"The Crew® Ultimate Edition",PS4,$16.49,67,$49.99,4.6,221
"The Escapists: Supermax Edition",PS4,$6.24,75,$24.99,4.58,19
"The Escapists: The Walking Dead",PS4,$4.99,75,$19.99,4.11,305
"The Evil Within",PS4,$9.99,50,$19.99,4.48,9859
"The Final Station",PS4,$1.49,90,$14.99,4.31,140
"The Girl and the Robot",PS4,$8.24,45,$14.99,3.33,9
"The Golf Club 2™",PS4,$9.99,75,$39.99,4.13,143
"The Guided Fate Paradox Full Game",PS3,$4.49,70,$14.99,4.7,125
"The Heavy Rain™ & BEYOND: Two Souls™ Collection",PS4,$15.99,60,$39.99,4.9,572
"The Infectious Madness of Doctor Dekker",PS4,$6.49,50,$12.99,4.44,18
"The Inpatient",PS4,$11.99,40,$19.99,3.5,248
"THE KING OF FIGHTERS ’97 GLOBAL MATCH",PS4,$5.99,60,$14.99,4.89,35
"The King of Fighters XIV: 4 Character Bundle Pack",PS4,$13.99,30,$19.99,4.8,785
"The King of Fighters XIV: 4 Character Bundle Pack 2",PS4,$13.99,30,$19.99,4.87,67
"THE LAST BLADE 2",PS4,$5.99,60,$14.99,4.74,683
"The LEGO® Movie Videogame",PS4,$7.99,60,$19.99,4.33,2776
"The Little Acre",PS4,$2.59,80,$12.99,4.41,160
"The Magic Circle: Gold Edition",PS4,$3.99,80,$19.99,4.51,99
"The Path of Motus",PS4,$9.74,35,$14.99,5,1
"The Pure Bundle",PS4,$11.99,70,$39.99,,
"The Sims™ 4 City Living",PS4,$19.99,50,$39.99,4.6,293
"The Spectrum Retreat",PS4,$6.49,50,$12.99,3.4,5
"The Swindle",PS4,$2.99,80,$14.99,3.63,682
"The Swindle",PS3,$2.99,80,$14.99,4.29,199
"The Town of Light",PS4,$7.99,60,$19.99,4.19,97
"The UnderGarden™",PS3,$1.49,70,$4.99,4.25,51
"The Witch and the Hundred Knight",PS3,$7.99,60,$19.99,4.67,63
"The Witch and the Hundred Knight: Revival Edition",PS4,$11.99,60,$29.99,4.69,303
"This is the Police",PS4,$2.99,85,$19.99,3.99,126
Thumper,PS4,$5.99,70,$19.99,4.71,912
"Tina's Toy Factory",PS4,$0.89,70,$2.99,3.73,104
"Tiny Troopers Joint Ops Complete Bundle",PS3,$1.59,80,$7.99,4.84,19
"Tokyo Tattoo Girls","PS Vita",$7.99,60,$19.99,4,1
"Tom Clancy’s The Division™",PS4,$14.99,70,$49.99,4.34,35015
"Tom Clancy's The Division® Premium Credits Edition",PS4,$32.99,50,$65.99,,
Torn,PS4,$14.99,50,$29.99,3.65,34
"Toto Temple Deluxe",PS4,$2.49,75,$9.99,4.37,51
"Touhou Double Focus",PS4,$1.99,80,$9.99,4.35,83
"Touhou Double Focus","PS Vita",$1.99,80,$9.99,4.5,2
"Touhou Genso Wanderer","PS Vita",$20.99,30,$29.99,5,3
"Touhou Kobuto V: Burst Battle","PS Vita",$5.99,70,$19.99,5,1
Transcripted,PS4,$4.79,40,$7.99,4.13,8
"Trine Bundle",PS4,$7.49,75,$29.99,4.78,166
"Trine Enchanted Edition",PS4,$2.24,85,$14.99,4.63,1294
"Trove - Double Dragon Pack",PS4,$5.99,70,$19.99,3.5,395
"Trove - Dynomighty Miner",PS4,$2.99,40,$4.99,4.17,6
"Trove - Geode Companion Pack 1",PS4,$9.99,50,$19.99,,
Tumblestone,PS4,$4.74,81,$24.99,4.5,12
"UbiArt Game Bundle","PS Vita",$17.99,55,$39.99,4.95,19
"Ultimate Action Triple Pack",PS3,$8.99,70,$29.99,4.78,131
"Unearthing Mars",PS4,$5.99,60,$14.99,2.95,188
"Urban Trial Freestyle",PS3,$2.09,70,$6.99,4.48,141
"Urban Trial Freestyle","PS Vita",$2.09,70,$6.99,4.23,2194
"URBAN TRIAL FREESTYLE",PS3,$3.29,70,$10.99,4.17,124
"Utawarerumono: Mask of Truth","PS Vita",$14.99,50,$29.99,,
"Vegas Party",PS4,$7.49,70,$24.99,1,5
"Vegas Party","PS Vita",$5.99,70,$19.99,,
"Virry VR: Feel the Wild",PS4,$1.99,80,$9.99,3.16,111
"Virry VR: Wild Encounters",PS4,$3.99,80,$19.99,3.8,5
"VIRTUA FIGHTER 5 FINAL SHOWDOWN",PS3,$7.49,50,$14.99,4.4,2714
"Virtua Fighter 5 Final Showdown Complete Edition",PS3,$14.99,50,$29.99,4.91,399
"Waddle Home",PS4,$2.49,75,$9.99,4,33
"Waking Violet",PS4,$4.19,40,$6.99,,
"Warhammer 40,000: Inquisitor - Martyr | Imperium edition",PS4,$51.99,35,$79.99,4.23,13
"WARRIORS ALL-STARS",PS4,$29.99,50,$59.99,4.56,18
"Warriors of the Lost Empire",PSP,$1.79,70,$5.99,3.97,123
"Wasteland Bundle",PS4,$2.99,40,$4.99,4.33,9
"Watch Dogs 2",PS4,$17.99,70,$59.99,4.44,6627
"Watch Dogs 2 - Deluxe Edition",PS4,$20.99,70,$69.99,4.7,469
"Watch Dogs™ Gold Edition",PS4,$24.99,50,$49.99,4.83,3857
"Wild Turkey Hunter",PS4,$5.99,60,$14.99,3.63,16
"Windurger S333 Combat Special",PS4,$0.49,50,$0.99,4.77,110
"World of Tanks - Warriors Mega",PS4,$50.99,40,$84.99,,
"WRC 5 eSports Edition",PS4,$6.99,80,$34.99,3.97,145
"WRC 6",PS4,$14.99,70,$49.99,3.97,59
"WRC Collection",PS4,$43.99,60,$109.99,3.5,4
Wuppo,PS4,$7.99,60,$19.99,3.4,5
"Xenon Valkyrie+",PS4,$4.99,50,$9.99,4.23,26
Xenoraid,"PS Vita",$1.99,80,$9.99,4.43,7
"X-Morph: Defense European Assault",PS4,$1.99,60,$4.99,4.8,5
"X-Morph: Defense Survival Of The Fittest",PS4,$1.99,60,$4.99,5,1
"Yoku's Island Express",PS4,$9.99,50,$19.99,4.47,15
"Yomawari: Night Alone","PS Vita",$13.99,30,$19.99,5,40
Yooka-Laylee,PS4,$9.99,75,$39.99,4.29,769
"Yu-Gi-Oh! ARC-V Gong v. Kit",PS4,$1.99,60,$4.99,4.68,53
"Yu-Gi-Oh! ARC-V Yuto v. Sylvio",PS4,$1.99,60,$4.99,4.46,123
"Yu-Gi-Oh! Duelist Kingdom",PS4,$1.99,60,$4.99,4.41,341
"Yu-Gi-Oh! Legacy of the Duelist! 5D’s For the Future",PS4,$1.99,60,$4.99,4.59,134
"Zombie Driver HD",PS3,$1.99,80,$9.99,4.37,356
"Zombie Driver HD Complete Edition",PS3,$2.99,80,$14.99,4.31,114
7'scarlet,"PS Vita",$15.99,60,$39.99,,
"8-Bit Armies",PS4,$19.49,35,$29.99,4.64,14
Absolver,PS4,$14.99,50,$29.99,4.29,2132
ABZÛ,PS4,$9.99,50,$19.99,4.49,10312
"ACT IT OUT! A Game of Charades",PS4,$2.09,70,$6.99,3.76,25
"Adam's Venture: Origins",PS4,$2.99,80,$14.99,3.59,120
"Adventure Time Pirates of the Enchiridion",PS4,$11.99,60,$29.99,4.19,16
"Alekhine's Gun",PS4,$7.49,75,$29.99,3.49,106
"Alone With You","PS Vita",$3.49,65,$9.99,4.43,60
"Another World - 20th Anniversary Edition",PS4,$1.19,85,$7.99,4.26,2263
"Apex Construct",PS4,$14.99,50,$29.99,3.72,32
"Asemblance Bundle",PS4,$5.19,60,$12.99,5,1
"Assetto Corsa",PS4,$17.99,40,$29.99,3.73,683
Bastion,"PS Vita",$3.74,75,$14.99,4.82,797
"Batman: Arkham Collection",PS4,$23.99,60,$59.99,4.88,34
"Battlefield™ Hardline Ultimate Edition",PS4,$14.99,75,$59.99,4.58,224
"Battlefield™ V Deluxe Edition",PS4,$39.99,50,$79.99,,
"Battlefield™ V Deluxe Edition Upgrade",PS4,$5.99,70,$19.99,,
"Battlefield World War Bundle",PS4,$34.99,65,$99.99,,
"Ben 10",PS4,$7.99,60,$19.99,4.09,22
"BLACK CLOVER: QUARTET KNIGHTS",PS4,$35.99,40,$59.99,4.54,13
"Blacksea Odyssey",PS4,$4.41,66,$12.99,4.5,2
"Broken Age",PS4,$3.74,75,$14.99,4.21,8449
"Broken Age","PS Vita",$3.74,75,$14.99,4.29,545
"Burly Men at Sea - Original Soundtrack",PS4,$3.99,50,$7.99,,
"Call of Duty®: Advanced Warfare - Digital Pro Edition",PS4,$34.99,65,$99.99,4.48,1293
"Call of Duty®: Advanced Warfare - Digital Pro Edition",PS3,$22.49,75,$89.99,4.64,838
"Call of Duty®: Advanced Warfare Gold Edition ",PS3,$12.49,75,$49.99,4.44,807
"Call of Duty®: Advanced Warfare - Season Pass",PS3,$24.99,50,$49.99,4.41,2829
"Call of Duty®: Black Ops 4 - Black Ops Pass",PS4,$44.99,10,$49.99,4.36,974
"Call of Duty®: Black Ops 4 + Destiny 2: Forsaken + Overwatch®",PS4,$79.99,50,$159.99,,
"Call of Duty®: Ghosts Season Pass",PS4,$29.99,40,$49.99,4.43,6324
"Call of Duty®: Infinite Warfare - Legacy Edition",PS4,$47.99,40,$79.99,4.23,4008
"Capcom Beat 'Em Up Bundle",PS4,$15.99,20,$19.99,4.79,95
"Carnival Games®",PS4,$25.99,35,$39.99,2,1
"Castlevania Requiem: Symphony of the Night & Rondo of Blood",PS4,$14.99,25,$19.99,4.86,917
"Chess Ultra",PS4,$6.49,50,$12.99,4.07,166
"Child of Light™",PS4,$5.99,60,$14.99,4.74,14381
"Children of Zodiarcs",PS4,$8.99,50,$17.99,4.41,82
"Claire: Extended Cut",PS4,$2.99,80,$14.99,4.02,476
"Cluster Tumble",PS4,$3.99,60,$9.99,,
"Code: Realize ~Future Blessings~","PS Vita",$15.99,60,$39.99,,
"Coffin Dodgers",PS4,$2.39,80,$11.99,3.55,226
"Comet Crash™ 2: The Kronkoid Wars",PS4,$4.49,70,$14.99,4.48,60
"Crayola Scoot",PS4,$15.99,60,$39.99,5,1
"Croixleur Sigma","PS Vita",$7.49,50,$14.99,4.58,113
"Danganronpa Another Episode: Ultra Despair Girls",PS4,$11.99,60,$29.99,4.66,133
"Danger Zone 2",PS4,$9.99,50,$19.99,3.33,9
"Darkest Dungeon®","PS Vita",$8.24,67,$24.99,4.72,458
"Darkest Dungeon®: Crimson edition","PS Vita",$9.89,67,$29.99,4.8,5
"Darkest Dungeon®: The Crimson Court","PS Vita",$4.99,50,$9.99,4.5,2
"Darkest Dungeon®: The Shieldbreaker","PS Vita",$1.99,50,$3.99,5,1
"DARK SOULS™ II: Scholar of the First Sin",PS4,$9.99,75,$39.99,4.74,10382
"Day of the Tentacle Remastered","PS Vita",$4.49,70,$14.99,4.41,293
DEADBOLT,"PS Vita",$3.99,60,$9.99,4,1
DEADBOLT,PS4,$3.99,60,$9.99,4.44,52
"Dear Esther: Landmark Edition",PS4,$1.99,80,$9.99,3.59,459
"Deemo: The Last Recital","PS Vita",$4.49,70,$14.99,5,7
"Deer Simulator",PS4,$3.99,60,$9.99,2.79,85
"Deus Ex: Mankind Divided - Season Pass",PS4,$2.99,80,$14.99,,
"Deus Ex: Mankind Divided - System Rift",PS4,$2.99,75,$11.99,4.74,642
"Die for Valhalla! - Special Edition",PS4,$8.99,40,$14.99,,
"Dino Dini's Kick Off Revival","PS Vita",$1.99,80,$9.99,3,1
Discovery,PS4,$5.99,50,$11.99,2.84,153
"Dishonored®: Death of the Outsider™",PS4,$14.99,50,$29.99,4.58,334
"DOOM® VFR",PS4,$14.99,50,$29.99,4.11,350
"DOOM + Wolfenstein II Bundle",PS4,$27.99,60,$69.99,5,2
"DRAGON QUEST HEROES: The World Tree's Woe and the Blight Below",PS4,$19.99,50,$39.99,4.56,1619
"Drawful 2",PS4,$4.99,50,$9.99,4.38,164
"Drinkbox Vita Collection","PS Vita",$7.49,70,$24.99,4.97,35
"Drone Striker",PS4,$7.99,20,$9.99,4.33,3
"EA Family Bundle",PS4,$9.99,75,$39.99,3.36,22
"EA SPORTS™ 19 Bundle",PS4,$79.99,20,$99.99,,
"Enigmatis 3: The Shadow of Karkhala",PS4,$7.49,50,$14.99,4.64,11
"Euro Fishing: Bergsee",PS4,$5.49,50,$10.99,5,2
"Euro Fishing: Castle Edition",PS4,$12.49,50,$24.99,5,2
"Euro Fishing: Manor Farm Lake",PS4,$5.49,50,$10.99,4.55,11
"Euro Fishing: Urban Edition",PS4,$12.49,50,$24.99,5,1
"Euro Fishing: Waldsee",PS4,$5.49,50,$10.99,2.5,2
"Eventide 3: Legacy of Legends Deluxe",PS4,$9.99,50,$19.99,3,1
EVERSPACE™,PS4,$14.99,50,$29.99,4.63,63
"Everybody's Golf - Balata Country Club Course",PS4,$3.24,50,$6.49,4.52,21
"Everybody's Golf - Nam Rong Bay Country Club",PS4,$3.24,50,$6.49,4.51,41
"EVE: Valkyrie – Warzone",PS4,$14.99,50,$29.99,4.21,237
"Extinction: Deluxe Edition",PS4,$17.49,75,$69.99,1.8,15
"Extreme Exorcism",PS3,$1.19,80,$5.99,4.56,9
"Extreme Exorcism",PS4,$2.99,50,$5.99,3.94,72
"F1 2017",PS4,$16.79,72,$59.99,4.11,1742
"F1 2018",PS4,$29.99,50,$59.99,4.8,44
"Fallout 4: Game of the Year Edition",PS4,$29.99,50,$59.99,4.68,377
"Fallout 4 - Season Pass",PS4,$16.49,67,$49.99,4.56,811
"Farming Simulator 17",PS4,$9.99,75,$39.99,4.53,1759
"Fibbage: The Hilarious Bluffing Party Game",PS3,$3.49,50,$6.99,4.7,105
"FIFA 19 Champions Edition",PS4,$31.99,60,$79.99,,
"FIFA 19 - NHL® 19 Bundle",PS4,$43.99,45,$79.99,,
"FIFA 19 Ultimate Edition",PS4,$39.99,60,$99.99,,
"FIFA The Journey Trilogy",PS4,$38.49,45,$69.99,4.5,2
"Final Fantasy XII The Zodiac Age",PS4,$24.99,50,$49.99,4.86,2052
"FINAL FANTASY XV POCKET EDITION HD",PS4,$17.99,40,$29.99,4.07,55
Flockers,PS4,$6.24,75,$24.99,3.94,47
"Floor Plan",PS4,$2.99,50,$5.99,4.02,43
Flywrench,PS4,$0.69,90,$6.99,5,1
forma.8,"PS Vita",$1.99,80,$9.99,4.32,102
"Fortnite - Limited Edition Founder’s Pack",PS4,$74.99,50,$149.99,,
"Fortnite - Super Deluxe Founder’s Pack",PS4,$44.99,50,$89.99,,
"Frozen Synapse Prime",PS3,$1.99,90,$19.99,3.72,1248
"Frutakia 2",PS4,$1.59,60,$3.99,3.5,4
"Full Throttle Remastered","PS Vita",$8.24,45,$14.99,4.67,12
"Futuridium EP Deluxe","PS Vita",$1.99,80,$9.99,3.81,366
"Gaara's Tale Extra Scenario Pack",PS4,$4.99,50,$9.99,4.75,2128
"Globetrotter Bundle",PS4,$17.99,50,$35.99,5,1
"Goat Simulator: PAYDAY",PS4,$1.24,75,$4.99,4.34,1286
"Gravity Badgers","PS Vita",$0.19,90,$1.99,3.96,26
"Grim Fandango Remastered","PS Vita",$3.74,75,$14.99,4.59,792
Guacamelee!,"PS Vita",$5.99,60,$14.99,4.81,3897
"Guacamelee! - Costume Pack 1","PS Vita",$0.49,75,$1.99,4.85,134
"Guacamelee! - El Diablo's Domain (Challenge Level)",PS3,$0.74,75,$2.99,3.14,7
"HELLDIVERS™ A New Hell Edition","PS Vita",$7.99,60,$19.99,4.82,852
"HELLDIVERS™ A New Hell Edition",PS3,$7.99,60,$19.99,4.69,664
"HELLDIVERS™ SUPER-EARTH ULTIMATE EDITION",PS4,$15.99,60,$39.99,4.6,405
"HELLDIVERS™ SUPER-EARTH ULTIMATE EDITION","PS Vita",$15.99,60,$39.99,4.87,53
"Hitman GO: Definitive Edition","PS Vita",$1.99,75,$7.99,4.41,272
"Honor and Duty: Arcade Edition",PS4,$1.95,72,$6.99,3.24,201
Hover,PS4,$12.49,50,$24.99,4.18,17
Hue,"PS Vita",$2.99,80,$14.99,4.54,138
"Hunting Simulator",PS4,$7.99,80,$39.99,3.47,129
"I Hate Running Backwards",PS4,$10.04,33,$14.99,3.33,6
"inFAMOUS Second Son",PS4,$9.99,50,$19.99,4.67,48738
"Injustice: Gods Among Us Ultimate Edition",PS4,$4.99,75,$19.99,4.36,70481
"It's Quiz Time",PS4,$13.99,30,$19.99,2.5,4
"Jak 3",PS4,$5.99,60,$14.99,4.67,173
Journey™,PS4,$2.99,80,$14.99,4.78,30088
Journey™,PS3,$2.99,80,$14.99,4.84,17325
"Just Cause 3: Bavarium Sea Heist",PS4,$1.79,70,$5.99,4.7,1514
"Just Cause 3 - Combat Buggy",PS4,$0.59,70,$1.99,4.71,168
"Just Cause 3: Mech Land Assault",PS4,$3.59,70,$11.99,4.71,1663
"Just Cause 3: XXL Edition",PS4,$8.99,70,$29.99,4.92,13
"Just Dance 2017",PS4,$15.99,60,$39.99,4.44,272
"Just In Time Incorporated",PS4,$4.49,70,$14.99,4.22,36
Kholat,PS4,$2.99,85,$19.99,3.84,353
"Killing Floor 2",PS4,$6.89,77,$29.99,4.43,20907
"Killing Floor 2: Headshot FX Bundle 1",PS4,$4.79,40,$7.99,5,12
"King Oddball","PS Vita",$1.49,70,$4.99,4.49,73
"King Oddball",PS4,$1.49,70,$4.99,4.01,1142
-KLAUS-,PS4,$3.99,80,$19.99,4.62,98
Knack™,PS4,$3.99,80,$19.99,4.22,10146
"Labyrinth of Refrain: Coven of Dusk",PS4,$34.99,30,$49.99,4.88,17
"Lara Croft GO","PS Vita",$2.49,75,$9.99,4.53,79
"Layers of Fear + observer_ Bundle",PS4,$23.99,40,$39.99,5,1
"Legendary Fishing",PS4,$20.09,33,$29.99,5,2
"LEGO® Harry Potter™ Collection",PS4,$5.99,70,$19.99,4.6,582
"LEGO® Marvel Super Heroes 2 Deluxe Edition",PS4,$22.49,70,$74.99,4.47,47
"LEGO® Marvel Super Heroes Bundle",PS4,$17.99,70,$59.99,5,4
"LEGO® Movies Game Bundle",PS4,$14.99,70,$49.99,,
"LEGO® Star Wars™: The Force Awakens Deluxe Edition",PS4,$8.99,70,$29.99,4.24,837
"LEGO® The Hobbit™",PS4,$5.99,70,$19.99,4.47,2168
"LEGO® The Incredibles",PS4,$29.99,50,$59.99,4.06,86
"Letter Quest Remastered","PS Vita",$1.99,80,$9.99,4.05,239
"Life is Strange 2 - Episode 1",PS4,$3.99,50,$7.99,4.69,210
"LIMBO & INSIDE Bundle",PS4,$7.49,75,$29.99,4.88,118
"Little Nightmares",PS4,$7.99,60,$19.99,4.66,2705
"Lords of the Fallen",PS4,$2.99,85,$19.99,3.88,12120
"Madden NFL 19 - FIFA 19 Bundle",PS4,$43.99,45,$79.99,,
"Magicka 2: Special Edition",PS4,$3.99,80,$19.99,4.63,150
"Mass Effect™: Andromeda – Standard Recruit Edition",PS4,$7.49,75,$29.99,3.99,484
"METAL GEAR SOLID V: THE DEFINITIVE EXPERIENCE",PS4,$13.39,33,$19.99,4.81,1245
"METAL MAX Xeno",PS4,$27.99,30,$39.99,4.67,21
"METAL SLUG 3",PS4,$5.99,60,$14.99,4.64,2721
Minutes™,"PS Vita",$1.49,70,$4.99,4.46,24
"Mitsurugi Kamui Hikae",PS4,$5.99,50,$11.99,4.45,458
"MLB® The Show 16™  - Digital Deluxe",PS4,$29.99,50,$59.99,5,22
"MLB® The Show 16™ - MVP Edition",PS4,$14.99,50,$29.99,4.84,19
"MLB® The Show™ 18 All Star Edition",PS4,$19.49,35,$29.99,,
"MLB® The Show™ 18 Digital Deluxe Edition",PS4,$38.99,35,$59.99,4.71,360
Moss,PS4,$22.49,25,$29.99,4.8,557
"Moss Soundtrack",PS4,$4.99,50,$9.99,2.33,3
"Moss + Soundtrack Bundle",PS4,$26.24,25,$34.99,5,1
Mugsters,PS4,$7.49,50,$14.99,5,1
MUSYNX,"PS Vita",$8.99,70,$29.99,,
"MXGP - The Official Motocross Videogame",PS4,$7.49,75,$29.99,4.03,1440
"My Brother Rabbit",PS4,$11.99,20,$14.99,5,5
"My Brother Rabbit + OST Bundle",PS4,$13.59,20,$16.99,,
"My Brother Rabbit - Special Edition",PS4,$16.49,25,$21.99,,
"My Little Riding Champion",PS4,$14.99,50,$29.99,,
"My Memory of Us",PS4,$13.79,40,$22.99,5,4
"My Night Job",PS4,$1.99,75,$7.99,4.1,109
"Mystik Belle",PS4,$9.74,35,$14.99,4.2,49
"NBA 2K19 + NBA 2K Playgrounds 2 Bundle",PS4,$39.99,50,$79.99,,
"NBA 2K Playgrounds 2",PS4,$19.49,35,$29.99,4.12,41
"Need for Speed™ Payback - Deluxe Edition",PS4,$14.99,75,$59.99,4.89,174
Nefarious,PS4,$5.09,66,$14.99,3.17,6
Neonwall,PS4,$2.99,70,$9.99,4.5,2
"N.E.R.O.: Nothing Ever Remains Obscure",PS4,$2.99,80,$14.99,3.7,152
"New Gundam Breaker",PS4,$29.99,50,$59.99,3.28,29
"NHL® 19 99 Edition",PS4,$31.99,60,$79.99,1,1
"Nickelodeon Kart Racers",PS4,$29.99,25,$39.99,4.17,6
"NOBUNAGA'S AMBITION: Sphere of Influence",PS4,$23.99,60,$59.99,4.4,370
"No Time To Explain",PS4,$1.49,90,$14.99,4.38,80
"'n Verlore Verstand",PS4,$7.49,50,$14.99,2.33,3
"n Verlore Verstand - Deluxe Edition",PS4,$9.99,50,$19.99,,
"Obduction ®",PS4,$11.99,60,$29.99,3.93,149
observer,PS4,$11.99,60,$29.99,4.43,352
"Oddworld: New 'n' Tasty","PS Vita",$4.99,75,$19.99,4.62,253
"Oh...Sir! The Insult Simulator",PS4,$1.19,60,$2.99,4.14,128
OlliOlli,PS4,$3.24,75,$12.99,4.6,57
OlliOlli,PS3,$3.24,75,$12.99,4.53,660
"OlliOlli2: Welcome to Olliwood","PS Vita",$3.74,75,$14.99,4.23,1003
"Omega Quintet",PS4,$5.99,80,$29.99,4.53,1952
"Omega Strike ",PS4,$4.07,66,$11.99,4,6
"Overcooked: Gourmet Edition",PS4,$4.99,75,$19.99,4.74,62
"Overcooked Holiday Bundle",PS4,$4.99,75,$19.99,4.81,43
Overruled!,PS4,$3.74,75,$14.99,3.07,43
Oxenfree,PS4,$4.99,75,$19.99,4.62,1464
"Oxenfree Bundle: Game + Dynamic Theme",PS4,$5.49,75,$21.99,4.81,37
"Oxenfree Bundle: Game + Dynamic Theme + Avatars",PS4,$5.99,75,$23.99,4.96,27
"Palm Reading Premium",PS4,$3.59,60,$8.99,5,1
"Party Crashers",PS4,$9.74,35,$14.99,3.5,2
Penarium,PS4,$2.49,75,$9.99,3.99,111
"Penny-Punching Princess","PS Vita",$23.99,40,$39.99,5,1
"Pinball FX3 - Portal ® Pinball",PS4,$1.19,60,$2.99,4.27,15
